etapa,providencia,area,enquadramento,objetivos,ficha_tecnica,situacao,outras_fontes,acessibilidade,sinopse,nome,cgccpf,mecanismo,segmento,PRONAC,estrategia_execucao,valor_aprovado,justificativa,resumo,valor_solicitado,especificacao_tecnica,municipio,data_termino,UF,impacto_ambiental,democratizacao,valor_projeto,proponente,ano_projeto,data_inicio,valor_captado,valor_proposta
"Primeira edição Setembro de 2009: REUNIÃO DO CONSELHO EDITORIAL para discussão da pauta da revista. Recolhimento de informações sobre exposições, lançamentos de livros de artes e novos projetos arqui","Encaminhado ofício nº 0593/2010/COAPRO informando ao proponente do atendimento da solicitação de arquivamento do projeto constante na correspondência datada de 01/03/2010.","Artes Integradas","Artigo 18","O projeto tem como objetivo produzir duas edições (sexta e sétima) da revista Reserva Cultural, revista bimestral de cinema de qualidade que visa à informação e formação de platéias. Através de textos","Coordenador e editor da revista: Miguel de Almeida Jornalista, escritor, editor Atividade como editor Miguel de Almeida é Diretor Responsável da Revista E do Sesc São Paulo, desde sua criação, e","Arquivado - solicitação de desistência do proponente",0.0,"O site interativo será elaborado com atenção em atender os portadores de deficiencia visual, através de intrevistas gravadas (conteúdo da revista cultural) que terão disponibilidade em áudio, além das","não é o caso","Reserva Cultural","04749009000150","Mecenato","Artes Integradas","094804","Tiragem: 13.000 exemplares, com 72 pgs em papel couchê 80gr, capa em couchê 150gr, 4x4 cores, lombada quadrada, com fotos e ilustrações. Distribuição: revistarias de livrarias, bancas, bilheterias de",0.0,"A produção cinematográfica brasileira experimenta, nos últimos anos, uma forte profissionalização e tem conseguido prêmios importantes em festivais estrangeiros. Cada vez mais o cinema se torna um ins","Trata-se de uma revista bimestral e um site sobre cinema de qualidade, brasileiro e internacional, com a idéia de informação e formação de platéias. Através de entrevistas, reportagens, artigos e ensaios, o leitor é introduzido ao universo cinematográfico, tanto contemporâneo quanto histórico. Material editorial capaz de oferecer, ainda, ao leitor, conhecimento sobre as diferentes escolas cinematográficas, inclusive suas relações com as novas tecnologias.",1389800.0,"não é o caso","São Paulo","2009-12-01","SP","não é o caso","Será criado site interativo com entrevistas e matéris acerca dos temas abordados na revista impressa, atualizado diariamente. Será distribuido gratuitamente 20% a tiragem da revista cultura",0.0,"Museu Céu Aberto, Cultura, Ecologoa e Desenvolvimento","09","2009-09-01",0.0,1389800.0
"PRÉ PRODUÇÃO (3 semanas) JAN/ FEV DE 2010- captação de recursos e produtor geral ou proponente - definição do teatro para temporada- contratação de teatro na cidade do Rio de Janeiro - contratação d","Encaminhado o Ofício nº 0751/2010/CGAPIF/DIC/SEFIC/MINC, datado de 09/04/2010, informando o proponente do arquivamento do projeto por não atendimento à diligência realizada anteriormente.","Artes Cênicas","Artigo 18","Depois da estreia que será realiza em São Paulo, sem incentivo fiscal, realizar na cidade do Rio de Janeiro/RJ uma temporada do espetáculo adulto ALGUÉM PRA CHAMAR DE SEU que tem no elenco Esperança","TEXTOS: Suzana Pires, Carlos Fariello, Márcio Macena, Vitor Neto, Márcio Macena, Pablo Diego, Gui Paiva, Paulo Coronato.DIREÇÃO: Márcio MacenaELENCO: Esperança Pêra Motta, Gui Paiva e Murilo Cunha.FIG","Indeferido - não atendimento à diligência",0.0,"Teatro localizado em área de fácil acesso (estacionamento, metrô e pontos de ônibus). A peça será realizada, em um espaço que facilite o acesso de pessoas com deficiências (espaço na platéia para cade","É um espetáculo que aborda várias formas de relação e o drama das pessoas que estão à procura do amor, mesmo que inconscientemente. Uma compilação de textos curtos onde todos os autores também são atores. Essa foi uma escolha da direção que encontra em textos escritos por atores a veia pulsante dos criadores em cada palavra do texto. Na maioria das vezes os atores propõem, com muito bom humor, uma reflexão sobre onde a solidão pode nos levar. O que as pessoas são capazes de fazer para se sentirem amadas? É possível o amor sobreviver a um cotidiano devastado pela solidão, pela procura incessante de sexo e pela manipulação e frivolidade das relações?Essas perguntas são o fio condutor da peça. Afinal, todos querem alguém pra chamar de seu.","ALGUÉM PRA CHAMAR DE SEU","***127758**","Mecenato","Teatro","094805","Serão realizados WORKSHOPS para pessoas interessadas sem taxa de inscrição. WORKSHOP 01:TEMA: A HISTÓRIA DA PROSTITUIÇÃOCARGA: 03 HorasLOCAL: será informado em breve.CONTEÚDO: História da prostituição",202195.0,"Com textos inéditos, a peça tem um grande trabalho de pesquisa através de documentários, laboratório e entrevistas sobre o tema com profissionais do sexo, sexólogos e atores. Isso nos deu embasamento","Temporada do espetáculo ALGUÉM PRA CHAMAR DE SEU com direção de Márcio Macena, na cidade do Rio de Janeiro.",209445.0,"----","São Paulo","2010-05-31","SP","Evento em espaço fechado.","Além de ingressos com preços acessíveis e cortesias pretende-se realizar apresentações gratuitas para Ong's e estudiosos sobre o tema abordado, a fim de dar maior oportunidade a essas pessoas.",202195.0,"GUILHERME CARVALHO DE PAIVA COSTA","09","2010-01-20",0.0,209445.0
"1º Passo: - Elaboração do Projeto; - Remessa do Projeto para aprovação junto ao Ministério da Cultura; - Aprovação do Projeto junto ao Ministério da Cultura; - Captação de Recursos.         2º","Portaria de Aprovação n° 712, de 19 de dezembro de 2013, publicada no Diário Oficial da União n° 247, sexta-feira, 20/12/2013.Seção 1, página 12.","Artes Cênicas","Artigo 18","APRESENTAÇÃO   De olho no clima é o mais novo musical infantil realizado pelo produtor Marcus Vinicius Loureiro. No palco, um elenco de 06 atores reveza em vários pesonagens, usando para isto o t","Produção: Marcus Vinícius Loureiro Assistentes de produção: Ana Gusmão, Luiz Henrique e Rodrigo Camargo Direção: Ênio Reis Trilha sonora: Geraldinho Alvarenga e Paulinho Pedra Azul Figurino: Ricca","Prestação de contas aprovada após ressarcimento ao erário.",0.0,"Declaro para os devidos fins, estar ciente em atender o que diz o artigo 27 inciso II do decreto 5761/06, nos termos do artigo 23 da Lei 10.741/03 e o artigo 46 do decreto 3298/99, tendo o compromisso","O espetáculo conta a hitória da família do Sr.Raimundo que ao ver o Dr. H2O percebe que o clima irá esquentar. O Dr. H2O é um cientista divertido que faz de tudo para esfriar a cuca das pessoas e fazê-las a contribuir para o ' desaquecimento global.Mas antes disto, vão passar poucas e boas nas mãos do Dr. CO2, um cientista maluco que deseja o fim do planeta Terra. O desenrolar desta trama é o seguinte: O Sr. raimundo saiu de férias, foi para praia e sentiu muito calor, juntou as malas e foi para roça, onde sentiu muito calor; juntou as malas de novo e foi pra serra, onde também sentiu muito calor, Que mundo mais quente?! Antigamente não era assim!              Enquanto o Sr. Raimundo fazia de tudo pra se refrescar, sua esposa Rai-munda se via às voltas com as Crianças.O Sr. Raimundo resolveu voltar pra casa, mas o carro quebrou no meio do caminho porque no meio do caminho tinha uma pedra; começou um temporal de verão e eles tiveram que se esconder numa casa abandonada na beira da estrada.","De olho no clima","***050796**","Mecenato","Teatro","094806","Nada a declarar. Trata-se de apresentações teatrais",180070.0,"O De Olho no Clima, a produção trabalha o tema do aquecimento global; fala da sua gravidade sem fazer uma abordagem sensacionalista. Defende a idéia de que através da informação e de certas atitude","Este espetáculo terá temporada de 08 apresentações em Belo Horizonte e circulação por 4 cidades do interior de Minas Gerais com 5 apresentações em cada cidade. São elas: Nova Era, Araxá, Manhuaçu, Contagem .",183150.0,"Nada a declarar.","Belo Horizonte","2010-10-14","MG","Nada a declarar","Será beneficiada toda população das cidades visitadas, visto que os ingressos  terão valores acessíveis de R$ 10,00 (valor normal) e de R$ 5,00 (valor promocional).",180070.0,"Marcus Vinicius Loureiro","09","2009-10-14",175000.0,183150.0
"As As etapas para realização do projeto são: 1. Idealização e formatação das atrações, estratégias e logística; 2. Acerto entre os produtores do evento para a sua realização; 3. Formatação dos c","Encaminhado of.nº0562/2010/CGAPIF, Informando o proponente do indeferimento dos projetos, tendo em vista que o mesmo apresentou 15 Projetos similares para 2010, com conteúdos e justificativas iguais,","Artes Cênicas","Artigo 18","O projeto Dom Casmurro - O Julgamento tem por objetivo a realização de evento teatral voltado ao público jovem, contando com 20 apresentações, durante 30 dias. A história será proposta através de um","Peça Teatral: DOM CASMURRO - O JULGAMENTO Apresentações: 20 - 30 dias - Entrada Franca Duração da Peça: 70 minutos Adaptação: Rony Guilherme Gênero: Romance Local: Capital do Estado de São Paulo","Indeferido - não enquadramento nos objetivos e fins da Lei 8313/91 ou do Decreto 5761/06",0.0,"A Proponente informa que as medidas de acessibilidade para garantir o acesso aos Portadores de Necessidades Especiais compreendem os seguintes requisitos: Os banheiros para uso do público visitante d","A história de Bentinho e Capitu, apaixonados na infancia juram amor eterno e crescem com o pensamento firme no propósito de se casarem e serem felizes para sempre. A primeira parte de seus planos é realizada, se casam e até conseguem ter momentos felizes, porém o ciúme e de Bentinho e a personalidade dissimulada de Capitu fazem com que o casal comece a viver inúmeros conflitos, entre eles uma acusação de adultério de Capitu com Escobar o melhor amigo de Bentinho. Se realmente houve, ou não caso um adultério, a platéia é que vai decidir analisando atentamente a história.","Dom Casmurro - O Julgamento","04291849000112","Mecenato","Teatro","094807","A Proponente declara e informa esse Ministério que a área cultural da proposta é artes cênicas, dessa forma não há especificações técnicas a serem declaradas neste campo.",0.0,"O projeto se justifica à medida que o teatro, como forma de expressão cultural, é um dos mais fortes instrumentos capaz de reunir a comunidade em prol de uma consciência coletiva, neste caso, o ensina","Serão realizadas 20 apresentações teatrais para o público infanto juvenil. As apresentações serão na capital do Estado de São Paulo. O evento que será gratuito, está previsto para ocorrer no decorrer do mês de março de 2010.",661500.0,"A Proponente declara e informa esse Ministério que a área cultural da proposta é artes cênicas, dessa forma não há especificações técnicas a serem declaradas neste campo.","São Paulo","2010-04-01","SP","O evento não será ao ar livre.","As mediadas de Democratização para realização do evento, de acordo com o estipulado no artigo 27 do Decreto 5761/2006 são: Entrada franca, ou seja, o livre acesso ao local das apresentações. O",0.0,"Actum - Consultoria Empresarial Ltda.","09","2010-03-01",0.0,661500.0
"Setembro de 2009: Curadoria da Mostra: Escolha do curador das obras já disponibilizadas pela artista. a) Documentação das mesmas; fotografias digitalizadas para a documentação necessária; b) Pesquis","Projeto arquivado definitivamente, tendo em vista encerramento do prazo de 24 meses sem captação.","Artes Integradas","Artigo 18","O objetivo do projeto Amazônia e as Florestas Inundáveis, é a reprodução adaptada do caderno de viagem da artista Coca Rodriguez Coelho, em formato de livros, ou seja, fac-similars de seus diários d","CURRÍCULO COCA RODRIGUEZ COELHO São Paulo SP Paulistana, formada pela FAAP, a princípio trabalha com desenho infantil. A partir de 1980 desenvolve trabalho artístico com exposições coletivas e ind","Arquivado",0.0,"O espaço expositivo que receberá a Mostra deve estar em conformidade com as leis no que diz respeito à acessibilidade de portadores de deficiencias físicas. Os catálogos conterão CD-Audio para os de","não é o caso","A Amazônia e as Florestas Inundáveis Caminhante","04749009000150","Mecenato","Artes Integradas","094808","catálogo: 1000 exemplares de uma publicação (16cm x 32cm), feitos em capa dura, (empastado em papel Paraná de 2mm, sendo o miolo em couche fosco, 4x4) contendo caderno de viagem, em proporções",738892.0,"Atualmente a consepção de atrista viajante, que normalmente produs obras plásticas tendo como registro de suas viagens, normalmente expressos em segmentos denominados Livro de Artistaestá em evidencia","O objetivo do projeto Amazônia e as Florestas Inundáveis, é uma exposições de desenhos e gravuras e a reprodução adaptada, do caderno de viagem da artista Coca Rodriguez Coelho .",1274620.0,"A exposição será realizada em duas cidades do Brasil e terá a duração de 2 meses cada, como explicado nos objetivos e etapas. Exposição: A Mostra traz textos com a cronologia da viagem mapa da região,","São Paulo","2013-12-31","SP","não é o caso","A exposição terá sua entrada gratuita. Vinte por cento da produção dos catálogos serão distribuidos em bibliotecas e instituições públicas",738892.0,"Museu Céu Aberto, Cultura, Ecologoa e Desenvolvimento","09","2013-01-01",0.0,1274620.0
"ETAPAS O projeto possui quatro etapas conforme descrição abaixo. 3 – Divulgação/Comercialização – 3 meses de duração - Contratação de Assessoria de Imprensa, de Comunicação e Clipagem. - Con","Arquivado conforme solicitação do proponente, por meio do expediente de 28/12/10.","Música","Artigo 26","Este projeto tem por objetivo realizar, para o público local, um circuito de shows, do espetáculo musical NO TEMPO DO NICE. O espetáculo será realizado em dois dias, iniciando pela cidade de Salvador","Concepção e Produção Musical: Lefê Almeida Direção Artística: Túlio Feliciano Roteiro: Lefê Almeida e Túlio Feliciano Produção Executiva: Bianca Calcagni Produção Artística e Coordenação de Projeto:","Solicitação de arquivamento feito pelo proponente",0.0,"Segue abaixo as informações sobre as medidas de acessibilidade aos serviços resultantes da proposta cultural do projeto NO TEMPO DO NICE- ITINERÂNCIA: Rampa de acesso ao teatro; Sanitários para p","O show terá duração de 100 minutos, divididos em dois atos e 50 minutos, cada um. O 1º ATO ...E O SAMBA MUDOU - Apresenta as músicas do período de 1928/1937 (ano da morte de Noel) e sambas de carnaval que marcaram este período. 2º ATO - O NICE, O RÁDIO E A PRINCESINHA DO MAR - Apresenta as músicas que fizeram sucesso na grande fase do rádio brasileiro, no período 1938/1957. O fim do Nice, a decadência do Centro da Cidade como ponto de encontro da boemia e a ascensão de Copacabana. A fase de ouro da música popular brasileira e a pré-bossa nova. Em alguns momentos do espetáculo, o apresentador Haroldo Costa, contará histórias pitorescas sobre as músicas, compositores, entre outras informações sobre a época. Os artistas serão acompanhados pela Orquestra Carioca, composta por 07 músicos, com direção musical de Jayme Vignoli. O espetáculo será apresentado em dois atos, com concepção e produção musical de Lefê Almeida, direção artística de Túlio Feliciano, roteiro de Lefê Almeida e Túlio Feliciano e Produção Artística de Bianca Calcagni.","NO TEMPO DO NICE - ITINERÂNCIA","06045632000158","Mecenato","Música Popular Cantada","094809","Não cabe neste protejo.",682620.0,"O mérito maior deste projeto é a forma inédita, pioneira e com grande valor de resgate histórico de um momento de extrema importância na cultura e na história musical do nosso país, com passagens pito","O projeto consiste na realização do circuito de shows do espetáculo musical NO TEMPO DO NICE, nas cidades de Salvador, Aracajú, Maceió, Recife, João Pessoa, Curitiba, Joinville, Florianópolis e Porto Alegre, estrelado pelas cantoras Ana Costa e Mariana Baltar e pelos cantores Marcos Sacramento e Pedro Paulo Malta e apresentado pelo ator Haroldo Costa, que conta a história da Música Popular Carioca no tempo de existência do Café Nice.",703334.0,"Não cabe neste protejo.","Rio de Janeiro","2010-10-22","RJ","Não cabe neste protejo.","Sobre as medidas de democratização do acesso aos serviços resultantes da proposta cultural do projeto NO TEMPO DO NICE- ITINERÂNCIA serão oferecidos ingressos a preços populares ao público em geral. S",682620.0,"Zambo Produções e Eventos Ltda. - ME","09","2009-10-22",0.0,703334.0
"Etapa 1: Pré-Produção / Preparação Esta etapa de pré-produção do projeto envolve a definição e contração da equipe técnica, assim como a elaboração do cronograma, e o contato com os músicos convidado","O projeto foi aprovado com ressalva após apresentação do recurso, por meio da Portaria nº 745 de 28 de novembro de 2016, seção I, pág. 10, DOU nº 228 de 29/11/2016.","Música","Artigo 18","Com este projeto pretende-se realizar a terceira edição do Curitiba Jazz Meeting, que se constitui num evento no qual se encontram grandes artistas da música instrumental e do jazz na cidade de Curiti","EQUIPE TÉCNICA: Produção Executiva - Mirna Dequech Seleme Daniel Assistente de Produção - Daniel Liviski Diretor Artístico - André Geraissati Assistente de Diretor - Mirna Dequech Seleme Daniel ARTIST","Prestação de contas aprovada com ressalva formal e sem prejuízo",0.0,"O espaço onde serão realizadas as apresentações (Centro Cultural Teatro Guaíra e Teatro Positivo), conta com lugares para portadores de necessidades especiais, bem como rampas e demais equipamentos.","Não é o caso","CURITIBA JAZZ MEETING - 2010","08236185000140","Mecenato","Música Instrumental","094810","Não é o caso",654458.0,"Este empreendimento se justifica na medida em que sua proposta se enquadara no âmbito da pesquisa de novas linguagens musicais, revelando aspectos da cultura que primam pela originalidade. Neste senti","Com este projeto se pretende realizar um encontro de música instrumental na cidade de Curitiba com artistas nacionais e estrangeiros. O evento terá a duração de 5 dias e, ao todo serão dez apresentações (2 por dia), que acontecerão no Centro Cultural Teatro Guaira e Teatro Positivo em Curitiba - Pr",654458.0,"Não é o caso","Curitiba","2010-10-24","PR","Não há impacto ambiental, pois o evento será em local fechado e este espaço é fiscalizado e possui alvará de funcionamento devidamente emitido pelos órgãos competentes.","Visando a democratização do acesso aos espetáculos, a produção distribuirá gratuitamente 10% dos ingressos a estudantes do ensino público e à população que não têm acesso a este tipo de bem cultural.",654458.0,"MIRNA DEQUECH SELEME - ME ","09","2010-10-20",290000.0,654458.0
"1- aprovação do projeto e captação de recursos; 2- locação de espaço físico (a fim de possibilitar a realização das oficinas) 3- Remuneração do Ceramista (para viabilizar a realização","Projeto ARQUIVADO, conforme solicitação do proponente constante nos autos.","Artes Visuais","Artigo 18","RESUMO DO PROJETO: Ministrar oficinas de cerâmica duas vezes por semana, com duração de três horas por dia, por um período de nove meses cada grupo. As oficinas serão ofertadas de forma totalmente","CURRÍCULUM DE ROGÉRIO JOSÉ HRECZUCK - coordenador do projeto e ministrante das oficinas Nascido em 1970 em Mafra/SC neto de poloneses da pequena cidade de Bilka Szalachecka, imigrados p","Arquivado - solicitação de arquivamento, de projeto de incentivo fiscal, feito pelo proponente",0.0,"Neste projeto está garantido o acesso aos portadores de necessidades especiais.","não se aplica.","TERRA VIVA 2010","***281629**","Mecenato","Plásticas","094811","ESTRATÉGIAS DAS OFICINAS: Oficina 1: até 5 pessoas pela tarde, (das 14:00 às 17:00 horas – Segundas e Quartas-feiras) Oficina 2: até 5 pessoas pela noite, (das 19:00 às 22:00 horas – Segundas e Qu",51821.0,"O Projeto apresenta de maneira clara e consistente uma proposta de trabalho que visa oferecer aos cidadãos atendidos a oportunidade de vivenciar experiências artístico/culturais que ampliarão seu univ","Ministrar oficinas de cerâmica duas vezes por semana, com duração de três horas por dia, por um período de nove meses cada grupo. As oficinas serão ofertadas de forma totalmente gratuita.",64636.0,"não se aplica.","Jaraguá do Sul","2010-12-22","SC","não se aplica.","O acesso a este projeto é totalmente gratuito e democrático. Quando todas as vagas forem preenchidas, encerram-se as inscrições desta fase.",51821.0,"Rogério José Hreczuck","09","2010-02-01",0.0,64636.0
"Pré-Produção Ensaios Início da Produção Confecção de Cenários e Figurinos Estudo do plano de luz e som Ensaio com figurinos Ensaio com figurinos e cenários Ensaio com figurino, luz e som. Ensaio Geral","Projeto ARQUIVADO, conforme solicitação do proponente constante nos autos.","Artes Cênicas","Artigo 18","Lanterna Mágica, Uma Aventura no Mundo do Cinema é uma proposta de montagem para espetáculo de teatro musical infanto-juvenil, que tem como objetivo trazer divertimento ao seu público-alvo sem abrir m","Autor: Vicente Couto É ator, professor, autor, diretor e orientador profissional/vocacional. Formou-se em Comunicação Social pela UFF e Licenciatura em Educação Artística pela IMB. Especializou-se e","Arquivado - solicitação de arquivamento, de projeto de incentivo fiscal, feito pelo proponente",0.0,"Para a escolha do local de apresentação daremos preferência aos que provém de acesso facilitado para os deficientes físicos, isto é, que disponham de entradas e rampas com corrimão, piso antiderrapant","Um grande grupo de artistas e estudantes promove com o apoio de moradores e com a cobertura da mídia televisiva, uma grande manifestação num decadente bairro de nossa cidade. Afastado das principais rotas e trajetos da população, que outrora desfrutava a prosperidade e o desenvolvimento do local, sobrevive a duras penas o Cinetheatro Lanterna Mágica. Antigo e elegante prédio de estilo Art Nouveau, este local foi em outras épocas um pilar da vida cultural de nossa cidade, recebendo inclusive muitos visitantes de outras localidades que vinham conhecer sua beleza e deleitar-se com suas atrações. No entanto com o passar dos anos, por força de um crescimento urbano desigual que favoreceu algumas regiões da cidade em detrimento à outras e graças também a interesses econômicos desprovidos de qualquer planejamento que valorizasse as riquesas e tradicões de cada bairro a â€œ Villa do Moinhoâ€š transformou-se quase num bairro fantasma. Onde outrora ruas residenciais abrigavam prósperas e felizes famílias, vislumbram-se hoje, casas mal cuidadas e habitadas por uma população esquecida e quase favelizada. Seu comércio igualmente reflete o abandono da região. Mas porque o Lanterna Mágica sobrevive? Nélson seu proprietário, um senhor septuagenário alí permanece teimosamente, recusando ofertas de compra do antigo prédio, cuidando de seu pouco renovado acervo de filmes, contando com a ajuda de Miriam sua jovem sobrinha, onde antigos clássicos do cinema são reprisados em festivais que não chegam ao conhecimento do grande público, que por sua vez também dificilmente se deslocaria para este ermo lugar. Dificilmente sim, mas esta não seria uma tarefa impossível, não para uma família muito especial, de pessoas absolutamente apaixonadas por cinema que também protagonizam esta história, a família Senna. Numa tarde chuvosa de domingo ao não conseguirem assistir a um grande lançamento de Hollywood devido ao atrazo de seu atrapalhado pai, resolvem aceitar a sugestão da â€œVovó que sugere um festival num antigo cinema da cidade que segundo ela pertencia a um antigo amor do passado. O Lanterna Mágica. A partir daí, após a chegada da família ao Cinetheatro, acompanharemos um passeio pelo mundo do cinema, com números musicais que remontam os diversos estilos, além da aventura de Nélson e de seus amigos, um grupo de jovens atores por reativar este espaço através de seu espetáculo teatral e exigindo dos governantes que salvem o antigo prédio das garras dos representantes de uma super multinacional que tem por objetivo demolir o prédio para a construção de um mega mercado, pois estes descobriram por de baixo dos panos que aquele bairro voltará ao centro das atenções com a construção de uma grande via expressa na região do cais e querem tirar proveito disso. O Musical Lanterna Mágica, Uma Aventura ao Mundo do Cinema é uma história de amor e respeito pelos nossos tesouros culturais, artísticos e por aqueles que desde há muito tempo construíram uma história de luta e rica em dignidade.","Lanterna Mágica O Musical","03133993000168","Mecenato","Teatro","094812","Não se aplica",598180.0,"Recentes pesquisas comprovam o desejo nostálgico de grande parte de nossa sociedade em resgatar determinados valores há muito deixados prá trás pelas novas gerações e pelo atual modo de vida que predo","O projeto consiste na apresentação do espetáculo de teatro musical infanto-juvenil Lanterna Mágica, que tem como objetivo trazer divertimento ao seu público-alvo sem abrir mão do papel educativo que toda proposta artística e cultural para esta faixa etária deve contemplar. O projeto busca entreter através de temas como a valorização da cidadania, de nossos patrimônios históricos, artísticos e culturais e de sentimentos nobres como a solidariedade, amizade e a justiça.",654170.0,"Não se aplica","Rio de Janeiro","2010-03-28","RJ","Não se aplica","Esta produção propõe disponibilizar acesso ao teatro para camadas sociais que, por razões econômicas ou geográficas recebem poucas oportunidades como esta. Uma das propostas de nosso projeto visa ofer",598180.0,"2B Produções Ltda. ME","09","2009-12-01",0.0,654170.0
"ETAPAS: ETAPAS DO PROJETO ARTE NO AUTOMOBILISMO: CERTIFICAÇÃO LEI ROUANET Cadastramento e Aprovação do Projeto. 1. Montagem do script do Projeto e descrição da dinâmica de atividades; 2. Definiç","Comunicamos o arquivamento do projeto, tendo em vista que se encontra com prazo de captação total expirado desde 31/05/2012, conforme informação do SalicWeb nesta data, e o proponente não solicitou a","Artes Integradas","Artigo 26","OBJETIVO GERAL: Através da Associação Clube do Carro Antigo do Brasil: fomentar, divulgar e incentivar a cultura do Antigomobilismo no Brasil; mostrando a sua importância para a memória cultural e a","EQUIPE DE REALIZAÇÃO: Direção Geral: Ricardo Calim Luna Direção Marketing: Rogério Calim Luna Direção Cultural: Profa Sandra Coelho Franco Direção de Ação Social: Sylvia Regina Sugui Harada","Arquivado - por excesso de prazo sem captação",0.0,"O Projeto será desenvolvido em locais públicos, garantindo a acessibilidade aos portadores de necessidades especiais. Todas as medidas serão tomadas para proporcionar acesso a deficientes e pessoas","SINOPSE DA OBRA ARTE NO AUTOMOBILISMO O automobilismo esportivo surgiu em 1894 ao se realizar, na França, entre Paris e Rouen, a primeira competição a propulsão mecânica. Em 1904, foi criada a Associação Internacional dos Automóveis Clubes. Através da concorrência nas competições automobilísticas, estabeleceu-se a concorrência entre as fábricas com o conseqüente aperfeiçoamento de peças e modelos. O profissionalismo floresceu diante da ascensão dessas fábricas, que reuniram os melhores recursos técnicos e de pessoas em suas equipes e transformam as pistas num campo de prova de equipamentos O automobilismo nasceu no Brasil em São Paulo em 1908 no Circuito de Itapecerica, promovido pelo Automóvel Clube Paulista. Em 1936, foi criado o Grande Prêmio Cidade de São Paulo. Em 1940, iniciaram as competições no autódromo de Intergalos onde se realizaram provas de velocidade e de resistência. Chico Landi foi o primeiro grande piloto brasileiro reconhecido internacionalmente, teve seu ápice profissional entre 1948 e 1952, com as vitórias no GP de Bari na Itália. O primeiro piloto do continente americano a vencer uma prova na Europa, obteve a primeira vitória oficial de uma escuderia cujo próprio dono pediu sua contratação, a Ferrari. Primeiro brasileiro a pontuar na Fórmula 1. Interlagos tornou-se o grande centro do automobilístico do Brasil quando em 1954 foi disputada a ultima corrida no Circuito da Gávea. Em 1956 uma prova marcaria a historia do nosso automobilismo: as Mil Milhas, onde inúmeros pilotos foram revelados. Em 1967 o circuito foi fechado para reformas devido ao grande número de acidentes. Em 1969 com algumas provas de exibição de categorias européias o circuito foi reaberto; em 1971, com um GP extra oficial de Fórmula 1, que viria definitivamente no ano seguinte. Nas décadas de 70 e 80, os pilotos brasileiros tiveram grande sucesso nos campeonatos europeus, principalmente a Fórmula 1 com: Emerson Fittipaldi (bicampeão), Nelson Piquet e Ayrton Senna (tricampeões). Dentro deste panorama o consagrado artista plástico Paulo Solaris *, desenvolveu uma exposição itinerante onde a história do automobilismo poderá ser visitada, obra a obra em seus mais importantes momentos. Artistas convidados retratarão esses momentos; cada um em seu estilo e sua ótica, mas todos com a mesma paixão pelo Automóvel. *Paulo Solaris reconhecido como um dos mais importantes artistas brasileiros que tem sua obra intimamente ligada ao automobilismo.","ARTE NO AUTOMOBILISMO","07344727000135","Mecenato","Artes Integradas","094813","PLANO DE EXECUÇÃO PROPOSTA: Permitir à população o contato com a cultura em suas várias manifestações: Artes Plásticas, Artes Cênicas, Música e Fotografia, através da História do Automobilismo brasi",551375.0,"O Automóvel tem feito parte do nosso cotidiano desde que se popularizou; sua História é intimamente ligada à evolução da Humanidade através do desenvolvimento do automobilismo e é considerado por muit","Realizar em São Paulo, em 2009 e 2010, exposições, shows e palestras com o objetivo de apresentar a História do Automobilismo, com ênfase nos pilotos brasileiros, mostrando a influência do automóvel e do automobilismo na evolução da civilização, contribuindo para a preservação do Patrimônio Histórico e Cultural de nossa Nação.",737976.8,"O material adquirido será utilizado permanentemente em exposições itinerantes para maior divulgação do acervo relativo aos carros antigos no ônibus cultural (telas à óleo / miniaturas de automóveis an","São Paulo","2010-12-01","SP","Todas as medidas serão tomadas para minimizar o impacto ambiental. Comprometida com a questão da responsabilidade ambiental, a Associação Clube do Carro Antigo desenvolve todos os seus projetos consid","O Projeto atenderá a população brasileira, já que o antigomobilismo é, e sempre foi um tema de interesse e curiosidade para qualquer cidadão de 8 a 80 anos sem distinção de cor, raça ou credo.",551375.0,"ACADEMIA BRASILEIRA DE HISTÓRIA, CULTURA, GENEALOGIA E HERÁLDICA","09","2009-12-01",0.0,737976.8
